company,Model name,year,fuel,seats,engine,km_driven,mileage,max_power,torque,Insurance 
Maruti,Maruti Swift Dzire LDI,2016,Diesel,5,1396 CC,71500,18.6 kmpl,88.73 bhp,219.7Nm@ 1500-2750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift Dzire LDI,2016,Diesel,5,1364 CC,110000,15.3 kmpl,67.04 bhp,170Nm@ 1800-2400rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra XUV500 W10 2WD,2017,Diesel,7,1248 CC,82000,12.5 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Volkswagen,Volkswagen Ameo 1.5 TDI Comfortline,2018,Diesel,5,1248 CC,70000,23.01 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Hyundai,Hyundai Creta 1.6 CRDi SX Plus,2017,Diesel,5,1248 CC,28000,19.87 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
BMW,BMW X6 xDrive30d,2013,Diesel,4,1498 CC,125000,19.61 kmpl,103.52 bhp,250Nm@ 1500-2500rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Swift Dzire ZXI Plus,2018,Petrol,5,1248 CC,67000,13.9 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Honda,Honda Jazz 1.2 V i VTEC,2016,Petrol,5,1497 CC,93500,20.77 kmpl,118 bhp,146Nm at 4800 rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mercedes-Benz,Mercedes-Benz E-Class E250 CDI Avantgarde,2016,Diesel,5,1197 CC,8500,18.6 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Ignis 1.3 AMT Zeta,2017,Diesel,5,1248 CC,80000,14.0 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Toyota,Toyota Corolla Altis 1.8 G,2018,Petrol,5,2755 CC,30000,22.7 kmpl,171.5 bhp,360Nm@ 1200-3400rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Toyota,Toyota Corolla Altis 1.8 VL AT,2017,Petrol,5,1196 CC,14200,22.77 kmpl,86.8 bhp,112Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mercedes-Benz,Mercedes-Benz GLA Class 200 CDI SPORT,2017,Diesel,5,1388 CC,97000,17.3 kmpl,68 bhp,"16.3@ 2,000(kgm@ rpm)","Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Grand i10 Sportz,2017,Petrol,5,2179 CC,90000,13.8 kmpl,138 bhp,320Nm@ 1700-2700rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Toyota,Toyota Innova Crysta 2.8 GX AT 8S BSIV,2019,Diesel,8,1197 CC,30000,21.5 kmpl,81.83 bhp,114.7Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra XUV500 W10 2WD,2015,Diesel,7,1197 CC,50000,23.0 kmpl,81.83 bhp,114.7Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Honda,Honda WR-V i-VTEC S,2017,Petrol,5,998 CC,30000,20.4 kmpl,67.05 bhp,90Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift Dzire VDI,2013,Diesel,5,1298 CC,20000,14.23 kmpl,80 bhp,103Nm@ 4500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Ciaz RS ZDi Plus SHVS,2017,Diesel,5,1199 CC,60300,20.63 kmpl,73.9 bhp,180Nm@ 2000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift ZXI 2018,2018,Petrol,5,1248 CC,35000,18.0 kmpl,88.7 bhp,200Nm@ 1750-3000rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
BMW,BMW 6 Series GT 630d Luxury Line,2018,Diesel,4,2179 CC,80000,17.8 kmpl,138.03 bhp,320Nm@ 1700-2700rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Honda,Honda Jazz 1.2 SV i VTEC,2015,Petrol,5,1086 CC,44391,23.0 kmpl,68.05 bhp,99.04Nm@ 4500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift Dzire VXI,2014,Petrol,5,1248 CC,58000,20.0 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Mahindra,Mahindra Scorpio SLX 4WD,2008,Diesel,8,2523 CC,40000,11.5 kmpl,62.1 bhp,195Nm@ 1400-2200rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Mahindra,Mahindra KUV 100 mFALCON D75 K6 Plus,2016,Diesel,6,1248 CC,66000,25.83 kmpl,88.5 bhp,200Nm@ 1750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Honda,Honda City i DTEC VX,2015,Diesel,5,1498 CC,110000,13.96 kmpl,98.6 bhp,200Nm@ 1750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti 800 DX,1996,Petrol,4,936 CC,56315,20.77 kmpl,57.6 bhp,150Nm@ 1750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Wagon R AMT VXI Option,2018,Petrol,5,1493 CC,70000,22.9 kmpl,70 bhp,195Nm@ 1400-2200rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Toyota,Toyota Etios Liva VD,2015,Diesel,5,1364 CC,120000,28.4 kmpl,67.06 bhp,170Nm@ 1800-2400rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Alto 800 VXI,2014,Petrol,5,2499 CC,100000,13.9 kmpl,80 bhp,"19@ 1,800(kgm@ rpm)","Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Sumo SE Plus BSII,2000,Diesel,10,1248 CC,90000,27.39 kmpl,88.7 bhp,200Nm@ 1750-3000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift Vdi BSIII,2010,Diesel,5,1061 CC,120000,14.07 kmpl,57.5 bhp,"7.8@ 4,500(kgm@ rpm)","Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra XUV500 W6 2WD,2016,Diesel,7,998 CC,160000,13.6 kmpl,67.1 bhp,90Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Ford,Ford Ikon 1.4 TDCi DuraTorq,2009,Diesel,5,1794 CC,100000,22.37 kmpl,125 bhp,"16.1@ 4,200(kgm@ rpm)","Comapany Name:Royal Sundaram,Policy Plan:7234"
Mahindra,Mahindra Scorpio SLX 4WD LE,2008,Diesel,8,1248 CC,120000,19.33 kmpl,73.9 bhp,190Nm@ 2000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift Vdi BSIII,2008,Diesel,5,1248 CC,100000,14.1 kmpl,75 bhp,190Nm@ 1750rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Honda,Honda Jazz V CVT,2018,Petrol,5,1061 CC,70000,18.0 kmpl,67 bhp,84Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Verna 1.6 Xi ABS,2008,Petrol,5,814 CC,15151,19.16 kmpl,55.2 bhp,74.5Nm@ 4000rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Alto LXi,2007,Petrol,5,1997 CC,60000,21.79 kmpl,120 bhp,280Nm@ 1800-2800rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Volkswagen,Volkswagen Vento 1.5 TDI Highline,2014,Diesel,5,1086 CC,100000,27.39 kmpl,68.05 bhp,99.04Nm@ 4500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra Xylo E4 BS III,2013,Diesel,7,998 CC,110000,18.2 kmpl,67.1 bhp,90Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Baleno Zeta 1.2,2017,Petrol,5,1197 CC,7000,12.99 kmpl,81.86 bhp,113.75nm@ 4000rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Alto 800 VXI,2016,Petrol,5,998 CC,35000,22.0 kmpl,67.1 bhp,90Nm@ 3500rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Alto K10 VXI,2017,Petrol,5,1248 CC,60000,16.78 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Hyundai,Hyundai Creta 1.6 CRDi Anniversary Edition,2015,Diesel,5,1197 CC,70000,22.0 kmpl,78.9 bhp,111.7Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Indica V2 GLX BSIII,2008,Petrol,5,799 CC,30000,24.0 kmpl,53.3 bhp,72Nm@ 4386rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Tiago 1.2 Revotron XZ,2018,Petrol,5,1499 CC,70000,16.78 kmpl,110.4 bhp,140Nm@ 4400rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Tata,Tata Tiago 1.05 Revotorq XZ,2016,Diesel,5,1197 CC,128000,16.78 kmpl,82 bhp,114Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata New Safari DICOR 2.2 GX 4x2,2009,Diesel,7,,160000,19.0 kmpl,,,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra Xylo E4 ABS BS IV,2012,Diesel,7,2494 CC,120000,14.3 kmpl,102 bhp,20.4@ 1400-3400(kgm@ rpm),"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra XUV500 W8 2WD,2014,Diesel,7,1248 CC,15000,16.8 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra Bolero Power Plus SLE,2017,Diesel,7,1248 CC,60000,13.6 kmpl,74.02 bhp,190Nm@ 2000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift Dzire ZDi,2011,Diesel,5,1198 CC,80000,22.37 kmpl,86.8 bhp,109Nm@ 4500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Creta 1.6 SX Option Executive,2018,Petrol,5,1248 CC,80000,19.33 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Alto 800 LX,2017,Petrol,5,1399 CC,114321,14.1 kmpl,68 bhp,"16.3@ 2,000(kgm@ rpm)","Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift Dzire AMT VXI,2017,Petrol,5,1405 CC,120000,18.0 kmpl,70 bhp,135.4Nm@ 2500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Ford,Ford Figo Aspire 1.5 TDCi Titanium,2017,Diesel,5,2179 CC,120000,19.16 kmpl,120 bhp,290Nm@ 1800-2800rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,Diesel,5,1364 CC,146000,21.79 kmpl,67.06 bhp,170Nm@ 1800-2400rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 1.2 Magna Executive,2017,Petrol,5,1086 CC,30000,27.39 kmpl,68.05 bhp,99.04Nm@ 4500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Creta 1.6 VTVT E Plus,2017,Petrol,5,814 CC,20000,18.2 kmpl,55.2 bhp,74.5Nm@ 4000rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Wagon R LXI BSIII,2010,Petrol,5,1364 CC,150000,12.99 kmpl,67.05 bhp,170Nm@ 1800-2400rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Ritz VDi,2012,Diesel,5,1196 CC,70000,22.0 kmpl,61.7 bhp,85Nm@ 3000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Toyota,Toyota Glanza G CVT,2019,Petrol,5,1797 CC,90000,16.78 kmpl,147.5 bhp,177.5Nm@ 4700rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti SX4 Vxi BSIII,2009,Petrol,5,1497 CC,100000,22.0 kmpl,118 bhp,146Nm at 4800 rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Indigo Grand Dicor,2007,Diesel,5,998 CC,188000,24.0 kmpl,67.1 bhp,90Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Creta 1.6 Gamma SX Plus,2015,Petrol,5,1086 CC,100000,16.78 kmpl,68.05 bhp,99.04Nm@ 4500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 1.4 Asta Option,2018,Diesel,5,1999 CC,9000,16.78 kmpl,177 bhp,430Nm@ 1750-2500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Alto 800 LXI,2014,Petrol,5,2487 CC,20000,19.0 kmpl,214.56 bhp,202Nm@ 3600-5200rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Indica Vista Quadrajet LS,2012,Diesel,5,1999 CC,45000,14.3 kmpl,177 bhp,430Nm@ 1750-2500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Creta 1.6 SX,2018,Petrol,5,2179 CC,110000,16.8 kmpl,147.94 bhp,320Nm@ 1500-3000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Indigo CR4,2013,Diesel,5,1969 CC,20000,14.8 kmpl,190 bhp,400Nm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 Sportz 1.4 CRDi,2014,Diesel,5,2494 CC,68089,,157.7 bhp,213Nm@ 4500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Tiago 1.2 Revotron XT,2017,Petrol,5,998 CC,58343,13.6 kmpl,67.05 bhp,90Nm@ 3500rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti 800 Std,2002,Petrol,4,1248 CC,38817,22.37 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Verna VTVT 1.6 SX Option,2018,Petrol,5,1199 CC,56494,19.33 kmpl,88.7 bhp,110Nm@ 4800rpm,"Comapany Name:Ako,Policy Plan:4578"
Honda,Honda City i DTEC VX,2014,Diesel,5,2494 CC,79328,14.1 kmpl,100.6 bhp,200Nm@ 1200-3600rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 1.2 Asta,2010,Petrol,5,1197 CC,5621,18.0 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra Bolero SLE,2009,Diesel,7,1496 CC,25538,19.16 kmpl,88.73 bhp,132Nm@ 3000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Wagon R VXI,2005,Petrol,5,1197 CC,69779,21.79 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra Xylo E4 BS III,2014,Diesel,7,1186 CC,56290,27.39 kmpl,73.97 bhp,190.24nm@ 1750-2250rpm,"Comapany Name:Ako,Policy Plan:4578"
Hyundai,Hyundai Santro Sportz BSIV,2019,Petrol,5,1995 CC,7500,18.2 kmpl,190 bhp,400Nm@ 1750-2500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Ford,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,Diesel,5,1995 CC,8500,12.99 kmpl,190 bhp,400Nm@ 1750-2500rpm,"Comapany Name:Ako,Policy Plan:4578"
Maruti,Maruti Swift Dzire VXI 1.2 BS IV,2017,Petrol,5,1199 CC,7032,22.0 kmpl,88.76 bhp,110Nm@ 4800rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift Star VDI,2013,Diesel,5,1598 CC,11000,16.78 kmpl,103.5 bhp,153Nm@ 3800rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Grand i10 AT Asta,2015,Petrol,5,1984 CC,2000,22.0 kmpl,150 bhp,350Nm@ 1500-2750rpm,"Comapany Name:Ako,Policy Plan:4578"
Maruti,Maruti Alto LX,2006,Petrol,5,1197 CC,37333,24.0 kmpl,81.83 bhp,114.7Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i10 Asta,2012,Petrol,5,1248 CC,15000,16.78 kmpl,88.76 bhp,200Nm@ 1750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Aria Prestige 4x2,2013,Diesel,7,2359 CC,330000,16.78 kmpl,198.25 bhp,250Nm@ 4250rpm,"Comapany Name:Ako,Policy Plan:4578"
Mahindra,Mahindra Scorpio 2.6 DX,2006,Diesel,8,998 CC,60000,19.0 kmpl,58.16 bhp,77Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,2010,Diesel,5,1364 CC,80000,14.3 kmpl,67.05 bhp,170Nm@ 1800-2400rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra Bolero 2011-2019 ZLX,2013,Diesel,7,2494 CC,110000,16.8 kmpl,100.6 bhp,200Nm@ 1400-3400rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti 800 AC BSIII,2013,Petrol,4,,134000,25.01 kmpl,,,"Comapany Name:Ako,Policy Plan:4578"
Mahindra,Mahindra XUV500 W11 Option BSIV,2018,Diesel,7,796 CC,72000,24.4 kmpl,46.3 bhp,62Nm@ 3000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra XUV500 W11 Option BSIV,2018,Diesel,7,2494 CC,140000,20.89 kmpl,102 bhp,20.4@ 1400-3400(kgm@ rpm),"Comapany Name:Ako,Policy Plan:4578"
Tata,Tata Indica GLS BS IV,2007,Petrol,5,1197 CC,80000,19.1 kmpl,85.80 bhp,114Nm@ 4000rpm,"Comapany Name:Ako,Policy Plan:4578"
Hyundai,Hyundai i20 Magna 1.2,2015,Petrol,5,1248 CC,120000,12.8 kmpl,73.9 bhp,190Nm@ 2000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Sumo CX,2012,Diesel,7,2494 CC,90000,24.7 kmpl,100.6 bhp,200Nm@ 1400-3400rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Toyota,Toyota Corolla Altis 1.8 Sport,2010,Petrol,5,1461 CC,100000,28.09 kmpl,83.8 bhp,200Nm@ 1900rpm,"Comapany Name:Ako,Policy Plan:4578"
Renault,Renault KWID 1.0 RXT Optional,2016,Petrol,5,1298 CC,90000,20.85 kmpl,85.8 bhp,114Nm@ 4000rpm,"Comapany Name:Ako,Policy Plan:4578"
Renault,Renault Duster 85PS Diesel RxS,2017,Diesel,5,1498 CC,140000,22.3 kmpl,98.6 bhp,200Nm@ 1750rpm,"Comapany Name:Ako,Policy Plan:4578"
Tata,Tata Indigo TDI,2010,Diesel,5,995 CC,120000,19.67 kmpl,62 bhp,90.3Nm@ 4200rpm,"Comapany Name:Ako,Policy Plan:4578"
Hyundai,Hyundai Verna 1.6 Xi ABS,2008,Petrol,5,1248 CC,35000,17.92 kmpl,88.5 bhp,200Nm@ 1750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Ertiga VDI,2013,Diesel,7,998 CC,50000,16.1 kmpl,67.05 bhp,90Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 Asta 1.2,2015,Petrol,5,1396 CC,82000,13.8 kmpl,88.7 bhp,219.7Nm@ 1750-2750rpm,"Comapany Name:Ako,Policy Plan:4578"
Mahindra,Mahindra Bolero 2011-2019 Camper,2006,Diesel,7,1248 CC,70000,12.99 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Ford,Ford Ecosport 1.5 DV5 MT Trend,2016,Diesel,5,1197 CC,90000,21.4 kmpl,85.80 bhp,114Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Ford,Ford EcoSport 1.5 TDCi Titanium BE BSIV,2018,Diesel,5,2982 CC,60000,19.09 kmpl,168.5 bhp,360Nm@ 1400-3200rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra Marazzo M8,2019,Diesel,7,1968 CC,79000,20.3 kmpl,141 bhp,320Nm@ 1750-3000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Nexon 1.5 Revotorq XZ Plus,2017,Diesel,5,2494 CC,291000,17.3 kmpl,102 bhp,20.4@ 1400-3400(kgm@ rpm),"Comapany Name:HDFC Argo,Policy Plan:8500"
Ford,Ford EcoSport 1.5 Diesel Titanium BSIV,2019,Diesel,5,2494 CC,250000,22.9 kmpl,102 bhp,20.4@ 1400-3400(kgm@ rpm),"Comapany Name:Ako,Policy Plan:4578"
Ford,Ford Aspire Trend Plus,2018,Petrol,5,2523 CC,20000,18.0 kmpl,63 bhp,180Nm@ 1440-1500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Honda,Honda City i-VTEC CVT ZX,2019,Petrol,5,1248 CC,53000,18.9 kmpl,88.5 bhp,200Nm@ 1750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Honda,Honda City i VTEC V,2017,Petrol,5,1198 CC,21500,18.15 kmpl,76 bhp,104Nm@ 4400rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Ford,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,Diesel,5,1047 CC,89000,19.6 kmpl,69 bhp,140Nm@ 1800-3000rpm,"Comapany Name:Ako,Policy Plan:4578"
Ford,Ford Figo Diesel Titanium,2012,Diesel,5,1197 CC,35000,11.79 kmpl,85.8 bhp,114Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Ford,Ford Figo 1.5D Trend MT,2017,Diesel,5,998 CC,43000,15.1 kmpl,67.1 bhp,90Nm@ 3500rpm,"Comapany Name:Ako,Policy Plan:4578"
Maruti,Maruti Ertiga VDI,2014,Diesel,7,1086 CC,80000,11.7 kmpl,62.1 bhp,96.1Nm@ 3000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift VDI,2011,Diesel,5,1086 CC,80000,15.85 kmpl,63 bhp,"9.8@ 3,000(kgm@ rpm)","Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift Dzire LDI,2018,Diesel,5,1396 CC,110000,14.53 kmpl,88.73 bhp,219.7Nm@ 1500-2750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Verna 1.6 Xi ABS,2008,Petrol,5,814 CC,100000,15.85 kmpl,55.2 bhp,74.5Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Baleno Sigma 1.3,2015,Diesel,5,814 CC,25000,17.5 kmpl,55.2 bhp,74.5Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Sumo SE,2002,Diesel,7,1498 CC,20000,19.3 kmpl,98.96 bhp,205Nm@ 1750-3250rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Jaguar,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,Diesel,5,1248 CC,70000,,74 bhp,190Nm@ 1750-3000rpm,"Comapany Name:Ako,Policy Plan:4578"
Jaguar,Jaguar XF 2.0 Diesel Portfolio,2017,Diesel,5,2494 CC,197000,19.3 kmpl,102 bhp,20.4@ 1400-3400(kgm@ rpm),"Comapany Name:Ako,Policy Plan:4578"
Tata,Tata Safari Storme EX,2015,Diesel,7,1061 CC,100000,17.8 kmpl,64 bhp,"8.6@ 3,500(kgm@ rpm)","Comapany Name:HDFC Argo,Policy Plan:8500"
Volvo,Volvo XC40 D4 Inscription BSIV,2019,Diesel,5,796 CC,70000,12.3 kmpl,37 bhp,59Nm@ 2500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Toyota,Toyota Camry 2.5 Hybrid,2016,Petrol,5,2179 CC,140000,15.0 kmpl,140 bhp,330Nm@ 1600-2800rpm,"Comapany Name:Ako,Policy Plan:4578"
Maruti,Maruti Wagon R LXI,2013,Petrol,5,,86000,18.2 kmpl,,,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Baleno Alpha 1.3,2018,Diesel,5,796 CC,50000,24.7 kmpl,46.3 bhp,62Nm@ 3000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Honda,Honda Jazz VX,2016,Petrol,5,1199 CC,40300,26.59 kmpl,84 bhp,114Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,Diesel,7,2494 CC,120000,20.36 kmpl,102 bhp,20.4@ 1400-3400(kgm@ rpm),"Comapany Name:Ako,Policy Plan:4578"
Maruti,Maruti Swift AMT VVT VXI,2019,Petrol,5,998 CC,25000,17.19 kmpl,67.04 bhp,90Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Toyota,Toyota Etios VX,2017,Petrol,5,998 CC,155000,15.37 kmpl,67.1 bhp,90Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift AMT ZXI,2018,Petrol,5,1199 CC,50000,23.87 kmpl,88.7 bhp,110Nm@ 4800rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Grand i10 1.2 CRDi Sportz,2017,Diesel,5,1197 CC,30030,16.1 kmpl,81.83 bhp,114.7Nm@ 4000rpm,"Comapany Name:Ako,Policy Plan:4578"
BMW,BMW X4 M Sport X xDrive20d,2019,Diesel,5,1197 CC,29029,18.9 kmpl,82 bhp,114Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
BMW,BMW X4 M Sport X xDrive20d,2019,Diesel,5,1248 CC,72072,12.99 kmpl,73.9 bhp,113Nm@ 4500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Honda,Honda Amaze V CVT Petrol BSIV,2019,Petrol,5,1399 CC,54000,13.6 kmpl,68 bhp,160Nm@ 2000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Volvo,Volvo V40 D3 R-Design,2018,Diesel,5,1396 CC,82082,22.37 kmpl,88.73 bhp,219.7Nm@ 1500-2750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Jaguar,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,Diesel,5,2179 CC,48000,19.33 kmpl,140 bhp,330Nm@ 1600-2800rpm,"Comapany Name:Ako,Policy Plan:4578"
Jaguar,Jaguar XF 2.0 Diesel Portfolio,2017,Diesel,5,1373 CC,20000,14.1 kmpl,91.1 bhp,130Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
